Date,Maximum,Minimum,Average,Departure,HDD,CDD,Precipitation,New Snow,Snow Depth
4/14/2011,69,35,52,1.4,13,0,0,0,0
4/15/2011,70,45,57.5,6.6,7,0,0,0,0
4/16/2011,59,44,51.5,0.2,13,0,0.82,0,0
4/17/2011,60,39,49.5,-2.1,15,0,T,0,0
4/18/2011,69,43,56,4,9,0,0,0,0
4/19/2011,62,44,53,0.7,12,0,0.72,0,0
4/20/2011,75,43,59,6.4,6,0,T,0,0
4/21/2011,54,40,47,-5.9,18,0,0,0,0
4/22/2011,49,40,44.5,-8.7,20,0,0.32,0,0
4/23/2011,74,49,61.5,7.9,3,0,0.11,0,0
4/24/2011,67,56,61.5,7.6,3,0,0.1,0,0
4/25/2011,81,55,68,13.8,0,3,0.17,0,0
4/26/2011,81,59,70,15.5,0,5,0.12,0,0
4/27/2011,84,58,71,16.2,0,6,0.04,0,0
4/28/2011,65,50,57.5,2.5,7,0,0.07,0,0
4/29/2011,52,41,46.5,-8.8,18,0,T,0,0
4/30/2011,63,35,49,-6.6,16,0,0,0,0
5/1/2011,62,52,57,1.1,8,0,0.21,0,0
5/2/2011,72,49,60.5,4.3,4,0,0.06,0,0
5/3/2011,53,43,48,-8.5,17,0,0.69,0,0
5/4/2011,51,39,45,-11.7,20,0,0.02,0,0
5/5/2011,64,35,49.5,-7.5,15,0,0,0,0
5/6/2011,64,39,51.5,-5.8,13,0,0.06,0,0
5/7/2011,65,45,55,-2.5,10,0,0.04,0,0
5/8/2011,69,50,59.5,1.7,5,0,T,0,0
5/9/2011,71,44,57.5,-0.6,7,0,0,0,0
5/10/2011,76,52,64,5.7,1,0,T,0,0
5/11/2011,81,52,66.5,7.9,0,2,T,0,0
5/12/2011,82,56,69,10.1,0,4,0.6,0,0
5/13/2011,80,59,69.5,10.3,0,5,0.39,0,0
5/14/2011,76,59,67.5,8.1,0,3,0.9,0,0
5/15/2011,67,50,58.5,-1.2,6,0,0.23,0,0
5/16/2011,56,49,52.5,-7.5,12,0,0.01,0,0
5/17/2011,60,49,54.5,-5.8,10,0,0.55,0,0
5/18/2011,66,53,59.5,-1,5,0,0.24,0,0
5/19/2011,65,52,58.5,-2.3,6,0,0.01,0,0
5/20/2011,70,50,60,-1.1,5,0,0,0,0
5/21/2011,79,50,64.5,3.1,0,0,0,0,0
5/22/2011,83,58,70.5,8.8,0,6,0.04,0,0
5/23/2011,79,62,70.5,8.5,0,6,T,0,0
5/24/2011,74,64,69,6.7,0,4,0.22,0,0
5/25/2011,82,60,71,8.4,0,6,0,0,0
5/26/2011,82,61,71.5,8.6,0,7,T,0,0
5/27/2011,69,62,65.5,2.3,0,1,0.31,0,0
5/28/2011,79,60,69.5,6,0,5,0,0,0
5/29/2011,87,64,75.5,11.7,0,11,0,0,0
5/30/2011,90,67,78.5,14.4,0,14,0,0,0
5/31/2011,91,69,80,15.6,0,15,0,0,0
6/1/2011,85,66,75.5,10.8,0,11,0,0,0
6/2/2011,74,54,64,-1,1,0,0,0,0
6/3/2011,76,45,60.5,-4.8,4,0,0,0,0
6/4/2011,86,53,69.5,3.9,0,5,T,0,0
6/5/2011,86,63,74.5,8.6,0,10,0,0,0
6/6/2011,85,58,71.5,5.3,0,7,0,0,0
6/7/2011,78,64,71,4.4,0,6,0.3,0,0
6/8/2011,91,64,77.5,10.6,0,13,0,0,0
6/9/2011,90,72,81,13.8,0,16,0,0,0
6/10/2011,80,65,72.5,5,0,8,0.14,0,0
6/11/2011,80,63,71.5,3.8,0,7,0.08,0,0
6/12/2011,78,55,66.5,-1.5,0,2,0,0,0
6/13/2011,74,50,62,-6.3,3,0,0,0,0
6/14/2011,69,50,59.5,-9.1,5,0,0,0,0
6/15/2011,77,50,63.5,-5.4,1,0,T,0,0
6/16/2011,79,58,68.5,-0.6,0,4,0.09,0,0
6/17/2011,79,56,67.5,-1.9,0,3,0.05,0,0
6/18/2011,81,64,72.5,2.9,0,8,0.09,0,0
6/19/2011,80,67,73.5,3.6,0,9,0.4,0,0
6/20/2011,78,66,72,1.9,0,7,0.29,0,0
6/21/2011,86,68,77,6.7,0,12,0.24,0,0
6/22/2011,84,69,76.5,5.9,0,12,0.01,0,0
6/23/2011,79,66,72.5,1.7,0,8,0.68,0,0
6/24/2011,71,62,66.5,-4.5,0,2,0.12,0,0
6/25/2011,71,61,66,-5.1,0,1,T,0,0
6/26/2011,77,58,67.5,-3.8,0,3,0,0,0
6/27/2011,81,57,69,-2.5,0,4,0.01,0,0
6/28/2011,84,66,75,3.4,0,10,T,0,0
6/29/2011,78,56,67,-4.8,0,2,0,0,0
6/30/2011,81,54,67.5,-4.4,0,3,0,0,0
7/1/2011,86,57,71.5,-0.6,0,7,0,0,0
7/2/2011,85,60,72.5,0.3,0,8,T,0,0
7/3/2011,89,66,77.5,5.2,0,13,0.03,0,0
7/4/2011,84,65,74.5,2.1,0,10,0,0,0
7/5/2011,86,62,74,1.5,0,9,0,0,0
7/6/2011,90,59,74.5,2,0,10,0.05,0,0
7/7/2011,89,68,78.5,5.9,0,14,0,0,0
7/8/2011,76,66,71,-1.7,0,6,0.54,0,0
7/9/2011,87,60,73.5,0.8,0,9,0,0,0
7/10/2011,89,62,75.5,2.8,0,11,0,0,0
7/11/2011,90,69,79.5,6.7,0,15,0.16,0,0
7/12/2011,89,68,78.5,5.7,0,14,0,0,0
7/13/2011,82,66,74,1.2,0,9,T,0,0
7/14/2011,83,61,72,-0.8,0,7,0,0,0
7/15/2011,84,64,74,1.2,0,9,0,0,0
7/16/2011,86,63,74.5,1.7,0,10,0,0,0
7/17/2011,86,67,76.5,3.7,0,12,0,0,0
7/18/2011,88,69,78.5,5.7,0,14,0.9,0,0
7/19/2011,86,71,78.5,5.7,0,14,0.24,0,0
7/20/2011,91,70,80.5,7.7,0,16,0,0,0
7/21/2011,94,72,83,10.2,0,18,0,0,0
7/22/2011,96,72,84,11.2,0,19,0.08,0,0
7/23/2011,90,71,80.5,7.7,0,16,T,0,0
7/24/2011,88,72,80,7.3,0,15,T,0,0
7/25/2011,85,71,78,5.3,0,13,0.61,0,0
7/26/2011,87,66,76.5,3.8,0,12,0,0,0
7/27/2011,85,62,73.5,0.9,0,9,0,0,0
7/28/2011,90,70,80,7.4,0,15,0,0,0
7/29/2011,92,75,83.5,10.9,0,19,0.01,0,0
7/30/2011,89,69,79,6.4,0,14,0,0,0
7/31/2011,92,61,76.5,4,0,12,0,0,0
8/1/2011,90,70,80,7.5,0,15,0,0,0
8/2/2011,91,68,79.5,7,0,15,T,0,0
8/3/2011,77,73,75,2.6,0,10,0.17,0,0
8/4/2011,87,73,80,7.6,0,15,0,0,0
8/5/2011,91,69,80,7.7,0,15,0,0,0
8/6/2011,86,75,80.5,8.2,0,16,0.14,0,0
8/7/2011,88,73,80.5,8.2,0,16,T,0,0
8/8/2011,85,70,77.5,5.3,0,13,0.06,0,0
8/9/2011,84,64,74,1.8,0,9,0.37,0,0
8/10/2011,82,63,72.5,0.4,0,8,0,0,0
8/11/2011,79,58,68.5,-3.6,0,4,0,0,0
8/12/2011,82,52,67,-5,0,2,0,0,0
8/13/2011,86,60,73,1.1,0,8,0,0,0
8/14/2011,75,63,69,-2.9,0,4,0.46,0,0
8/15/2011,75,63,69,-2.8,0,4,0.1,0,0
8/16/2011,84,63,73.5,1.8,0,9,0,0,0
8/17/2011,85,58,71.5,-0.1,0,7,0,0,0
8/18/2011,85,61,73,1.5,0,8,0,0,0
8/19/2011,84,63,73.5,2.1,0,9,0.7,0,0
8/20/2011,85,59,72,0.7,0,7,0,0,0
8/21/2011,81,63,72,0.8,0,7,0.15,0,0
8/22/2011,75,56,65.5,-5.6,0,1,0,0,0
8/23/2011,79,51,65,-5.9,0,0,0,0,0
8/24/2011,82,61,71.5,0.7,0,7,0.03,0,0
8/25/2011,84,67,75.5,4.9,0,11,0.51,0,0
8/26/2011,80,59,69.5,-1,0,5,0,0,0
8/27/2011,84,63,73.5,3.2,0,9,0,0,0
8/28/2011,80,60,70,-0.1,0,5,0,0,0
8/29/2011,76,56,66,-3.9,0,1,0,0,0
8/30/2011,81,51,66,-3.7,0,1,0,0,0
8/31/2011,86,59,72.5,3.1,0,8,0,0,0
9/1/2011,82,67,74.5,5.3,0,10,0.39,0,0
9/2/2011,91,67,79,10.1,0,14,0,0,0
9/3/2011,95,72,83.5,14.8,0,19,0,0,0
9/4/2011,81,67,74,5.6,0,9,0.23,0,0
9/5/2011,67,58,62.5,-5.6,2,0,0.54,0,0
9/6/2011,62,56,59,-8.8,6,0,0.29,0,0
9/7/2011,72,58,65,-2.5,0,0,0.01,0,0
9/8/2011,78,64,71,3.9,0,6,0.01,0,0
9/9/2011,77,63,70,3.2,0,5,T,0,0
9/10/2011,78,63,70.5,4.1,0,6,T,0,0
9/11/2011,76,58,67,0.9,0,2,0.03,0,0
9/12/2011,77,56,66.5,0.8,0,2,0,0,0
9/13/2011,82,64,73,7.7,0,8,0,0,0
9/14/2011,77,59,68,3,0,3,0.01,0,0
9/15/2011,60,42,51,-13.6,14,0,0.29,0,0
9/16/2011,61,39,50,-14.2,15,0,0,0,0
9/17/2011,66,49,57.5,-6.3,7,0,0,0,0
9/18/2011,67,47,57,-6.4,8,0,0,0,0
9/19/2011,66,51,58.5,-4.4,6,0,0.46,0,0
9/20/2011,73,60,66.5,4,0,2,0.02,0,0
9/21/2011,80,56,68,5.9,0,3,T,0,0
9/22/2011,77,61,69,7.3,0,4,0.04,0,0
9/23/2011,68,55,61.5,0.2,3,0,0.09,0,0
9/24/2011,70,52,61,0.2,4,0,0,0,0
9/25/2011,79,58,68.5,8.1,0,4,T,0,0
9/26/2011,82,63,72.5,12.5,0,8,0.81,0,0
9/27/2011,71,56,63.5,3.9,1,0,0.15,0,0
9/28/2011,72,53,62.5,3.3,2,0,0.09,0,0
9/29/2011,64,54,59,0.2,6,0,0.2,0,0
9/30/2011,59,46,52.5,-5.8,12,0,0.07,0,0
10/1/2011,50,43,46.5,-11.4,18,0,0.32,0,0
10/2/2011,46,41,43.5,-14,21,0,0.63,0,0
10/3/2011,54,43,48.5,-8.6,16,0,0.1,0,0
10/4/2011,64,50,57,0.2,8,0,0.03,0,0
10/5/2011,71,50,60.5,4.1,4,0,0,0,0
10/6/2011,73,49,61,5,4,0,0,0,0
10/7/2011,76,47,61.5,5.9,3,0,0,0,0
10/8/2011,79,47,63,7.7,2,0,0,0,0
10/9/2011,81,48,64.5,9.6,0,0,0,0,0
10/10/2011,73,49,61,6.5,4,0,0,0,0
10/11/2011,72,50,61,6.8,4,0,0,0,0
10/12/2011,64,55,59.5,5.6,5,0,0.75,0,0
10/13/2011,70,59,64.5,11,0,0,0.86,0,0
10/14/2011,62,51,56.5,3.3,8,0,0.24,0,0
10/15/2011,61,49,55,2.1,10,0,0,0,0
10/16/2011,68,50,59,6.4,6,0,0.14,0,0
10/17/2011,63,46,54.5,2.2,10,0,0,0,0
10/18/2011,67,50,58.5,6.6,6,0,0,0,0
10/19/2011,66,48,57,5.4,8,0,0.07,0,0
10/20/2011,49,43,46,-5.3,19,0,T,0,0
10/21/2011,48,42,45,-6.1,20,0,0.06,0,0
10/22/2011,57,41,49,-1.8,16,0,0,0,0
10/23/2011,60,34,47,-3.5,18,0,0,0,0
10/24/2011,55,45,50,-0.2,15,0,0.1,0,0
10/25/2011,63,39,51,1.1,14,0,0,0,0
10/26/2011,62,51,56.5,6.9,8,0,0.33,0,0
10/27/2011,58,34,46,-3.3,19,0,0.38,0,0
10/28/2011,42,33,37.5,-11.5,27,0,T,0,0
10/29/2011,41,30,35.5,-13.3,29,0,0.31,1.6,0
10/30/2011,43,29,36,-12.5,29,0,0,0,0
10/31/2011,52,34,43,-5.2,22,0,0.08,0,0
11/1/2011,57,30,43.5,-4.4,21,0,0,0,0
11/2/2011,63,33,48,0.4,17,0,0,0,0
11/3/2011,62,39,50.5,3.2,14,0,0,0,0
11/4/2011,53,37,45,-2,20,0,0,0,0
11/5/2011,55,30,42.5,-4.2,22,0,0,0,0
11/6/2011,60,29,44.5,-1.9,20,0,0,0,0
11/7/2011,65,32,48.5,2.5,16,0,0,0,0
11/8/2011,68,40,54,8.3,11,0,0,0,0
11/9/2011,68,37,52.5,7.1,12,0,0.09,0,0
11/10/2011,53,34,43.5,-1.6,21,0,0.01,0,0
11/11/2011,43,32,37.5,-7.2,27,0,T,T,0
11/12/2011,60,30,45,0.6,20,0,0,0,0
11/13/2011,64,48,56,12,9,0,0,0,0
11/14/2011,70,56,63,19.3,2,0,0.83,0,0
11/15/2011,57,50,53.5,10.2,11,0,0.41,0,0
11/16/2011,54,36,45,2.1,20,0,0.33,0,0
11/17/2011,40,30,35,-7.6,30,0,T,T,0
11/18/2011,42,25,33.5,-8.7,31,0,0,0,0
11/19/2011,56,30,43,1.2,22,0,0,0,0
11/20/2011,59,45,52,10.6,13,0,0.19,0,0
11/21/2011,45,41,43,2,22,0,0.1,0,0
11/22/2011,59,41,50,9.4,15,0,0.81,0,0
11/23/2011,60,36,48,7.8,17,0,0.04,T,0
11/24/2011,46,32,39,-0.9,26,0,0,0,0
11/25/2011,58,37,47.5,8,17,0,0,0,0
11/26/2011,60,44,52,12.9,13,0,0,0,0
11/27/2011,59,49,54,15.3,11,0,0.28,0,0
11/28/2011,60,49,54.5,16.2,10,0,0.2,0,0
11/29/2011,60,39,49.5,11.6,15,0,0.45,0,0
11/30/2011,39,29,34,-3.5,31,0,0.01,T,0
12/1/2011,40,25,32.5,-4.6,32,0,0,0,0
12/2/2011,43,25,34,-2.7,31,0,0,0,0
12/3/2011,49,25,37,0.7,28,0,0,0,0
12/4/2011,60,35,47.5,11.5,17,0,0,0,0
12/5/2011,61,48,54.5,18.9,10,0,0.16,0,0
12/6/2011,52,39,45.5,10.3,19,0,0.05,0,0
12/7/2011,40,30,35,0.2,30,0,0.09,T,0
12/8/2011,35,28,31.5,-3,33,0,0,0,0
12/9/2011,43,28,35.5,1.4,29,0,T,T,0
12/10/2011,34,21,27.5,-6.3,37,0,T,T,0
12/11/2011,37,16,26.5,-7,38,0,0,0,0
12/12/2011,44,17,30.5,-2.7,34,0,0,0,0
12/13/2011,46,21,33.5,0.7,31,0,T,0,0
12/14/2011,48,37,42.5,10,22,0,0.03,0,0
12/15/2011,58,41,49.5,17.3,15,0,0.14,0,0
12/16/2011,41,33,37,5,28,0,0,0,0
12/17/2011,33,29,31,-0.7,34,0,0.09,0.6,0
12/18/2011,36,28,32,0.6,33,0,0.01,0.3,1
12/19/2011,45,30,37.5,6.3,27,0,T,0,0
12/20/2011,45,36,40.5,9.6,24,0,0.3,T,0
12/21/2011,60,42,51,20.3,14,0,0.37,0,0
12/22/2011,49,40,44.5,14,20,0,0.39,0,0
12/23/2011,40,31,35.5,5.2,29,0,0.03,T,0
12/24/2011,38,29,33.5,3.4,31,0,T,T,0
12/25/2011,46,29,37.5,7.6,27,0,T,T,0
12/26/2011,41,32,36.5,6.8,28,0,T,T,0
12/27/2011,42,33,37.5,8,27,0,0.72,T,0
12/28/2011,35,22,28.5,-0.9,36,0,T,0.1,0
12/29/2011,41,19,30,0.8,35,0,0.01,0.2,0
12/30/2011,51,39,45,15.9,20,0,0.07,0,0
12/31/2011,44,39,41.5,12.5,23,0,0.01,0,0
1/1/2012,56,31,43.5,14.6,21,0,0.05,0.2,0
1/2/2012,31,23,27,-1.7,38,0,0.07,1.5,1
1/3/2012,23,9,16,-12.7,49,0,0.08,3.1,2
1/4/2012,29,9,19,-9.6,46,0,T,T,2
1/5/2012,39,29,34,5.5,31,0,0,0,0
1/6/2012,56,38,47,18.6,18,0,0,0,0
1/7/2012,51,33,42,13.6,23,0,0,0,0
1/8/2012,39,30,34.5,6.2,30,0,0,0,0
1/9/2012,47,28,37.5,9.2,27,0,0,0,0
1/10/2012,46,29,37.5,9.3,27,0,0,0,0
1/11/2012,42,24,33,4.8,32,0,0.57,0,0
1/12/2012,46,33,39.5,11.3,25,0,0.63,T,0
1/13/2012,33,16,24.5,-3.7,40,0,0.18,1.7,0
1/14/2012,23,16,19.5,-8.6,45,0,0.05,0.9,2
1/15/2012,25,10,17.5,-10.6,47,0,0,0,2
1/16/2012,46,16,31,2.9,34,0,0.02,0,1
1/17/2012,54,35,44.5,16.3,20,0,0.16,0,0
1/18/2012,35,17,26,-2.2,39,0,0.03,0.5,0
1/19/2012,32,14,23,-5.2,42,0,0.13,2.3,0
1/20/2012,22,3,12.5,-15.7,52,0,0.07,0.9,4
1/21/2012,28,14,21,-7.3,44,0,0.36,4.5,8
1/22/2012,38,11,24.5,-3.8,40,0,0,0,5
1/23/2012,61,35,48,19.7,17,0,0.57,0,4
1/24/2012,42,31,36.5,8.1,28,0,0,0,0
1/25/2012,35,30,32.5,4.1,32,0,T,T,0
1/26/2012,53,33,43,14.5,22,0,0.51,T,0
1/27/2012,57,32,44.5,15.9,20,0,0.31,T,0
1/28/2012,40,30,35,6.3,30,0,0.04,T,0
1/29/2012,42,28,35,6.3,30,0,0.02,0.2,0
1/30/2012,49,21,35,6.2,30,0,0,0,0
1/31/2012,60,46,53,24.1,12,0,T,0,0
2/1/2012,57,38,47.5,18.5,17,0,0.03,0,0
2/2/2012,40,34,37,7.9,28,0,0,0,0
2/3/2012,47,25,36,6.8,29,0,0,0,0
2/4/2012,35,27,31,1.7,34,0,0.16,1,0
2/5/2012,44,27,35.5,6,29,0,0,0,0
2/6/2012,47,24,35.5,5.9,29,0,0,0,0
2/7/2012,40,28,34,4.3,31,0,0,0,0
2/8/2012,34,25,29.5,-0.4,35,0,0.13,1.5,0
2/9/2012,36,21,28.5,-1.5,36,0,0,0,0
2/10/2012,33,28,30.5,0.3,34,0,0.06,0.7,0
2/11/2012,29,14,21.5,-8.8,43,0,0.2,5.2,2
2/12/2012,23,14,18.5,-12,46,0,T,0.2,4
2/13/2012,35,17,26,-4.6,39,0,0,0,4
2/14/2012,39,29,34,3.2,31,0,0.13,0.2,1
2/15/2012,41,33,37,6,28,0,T,T,0
2/16/2012,48,36,42,10.8,23,0,0.28,0,0
2/17/2012,45,30,37.5,6.1,27,0,0,0,0
2/18/2012,48,28,38,6.4,27,0,0,0,0
2/19/2012,40,26,33,1.2,32,0,0,0,0
2/20/2012,42,23,32.5,0.4,32,0,0,0,0
2/21/2012,48,27,37.5,5.2,27,0,T,0.1,0
2/22/2012,54,36,45,12.5,20,0,0.01,0,0
2/23/2012,52,35,43.5,10.7,21,0,0.09,0,0
2/24/2012,57,31,44,11,21,0,0.12,2,0
2/25/2012,33,27,30,-3.3,35,0,0.09,1.4,3
2/26/2012,42,25,33.5,-0.1,31,0,T,T,1
2/27/2012,59,28,43.5,9.7,21,0,0,0,0
2/28/2012,45,23,34,-0.1,31,0,0,0,0
2/29/2012,66,37,51.5,17.2,13,0,0.94,0,0
3/1/2012,58,31,44.5,10.1,20,0,0,0,0
3/2/2012,57,29,43,8.3,22,0,0.13,0,0
3/3/2012,57,32,44.5,9.5,20,0,T,T,0
3/4/2012,36,28,32,-3.3,33,0,0.14,3.4,0
3/5/2012,32,23,27.5,-8.1,37,0,0.09,2.6,5
3/6/2012,49,20,34.5,-1.4,30,0,0,0,2
3/7/2012,65,40,52.5,16.2,12,0,0,0,0
3/8/2012,61,37,49,12.4,16,0,0.84,0,0
3/9/2012,42,28,35,-1.9,30,0,T,T,0
3/10/2012,44,22,33,-4.3,32,0,0,0,0
3/11/2012,66,28,47,9.4,18,0,0,0,0
3/12/2012,60,42,51,13,14,0,0.29,0,0
3/13/2012,72,53,62.5,24.2,2,0,T,0,0
3/14/2012,75,41,58,19.3,7,0,0,0,0
3/15/2012,74,48,61,21.9,4,0,0.46,0,0
3/16/2012,70,55,62.5,23,2,0,0.04,0,0
3/17/2012,77,47,62,22.2,3,0,0,0,0
3/18/2012,72,59,65.5,25.3,0,1,0.17,0,0
3/19/2012,75,57,66,25.4,0,1,0.26,0,0
3/20/2012,80,54,67,26,0,2,0,0,0
3/21/2012,77,55,66,24.6,0,1,0,0,0
3/22/2012,81,52,66.5,24.7,0,2,0,0,0
3/23/2012,81,52,66.5,24.3,0,2,0.01,0,0
3/24/2012,67,57,62,19.5,3,0,0.37,0,0
3/25/2012,61,50,55.5,12.6,9,0,0,0,0
3/26/2012,52,32,42,-1.3,23,0,0,0,0
3/27/2012,53,27,40,-3.7,25,0,0,0,0
3/28/2012,74,46,60,15.9,5,0,0.19,0,0
3/29/2012,50,36,43,-1.5,22,0,0,0,0
3/30/2012,64,31,47.5,2.6,17,0,0.3,0,0
3/31/2012,57,41,49,3.7,16,0,T,0,0
4/1/2012,65,40,52.5,6.8,12,0,0.15,0,0
4/2/2012,60,41,50.5,4.4,14,0,0,0,0
4/3/2012,68,32,50,3.5,15,0,T,0,0
4/4/2012,66,41,53.5,6.6,11,0,0,0,0
4/5/2012,55,37,46,-1.3,19,0,0,0,0
4/6/2012,57,32,44.5,-3.2,20,0,0,0,0
4/7/2012,60,33,46.5,-1.5,18,0,0,0,0
4/8/2012,60,35,47.5,-0.9,17,0,0,0,0
4/9/2012,59,40,49.5,0.7,15,0,0.2,0,0
4/10/2012,50,36,43,-6.2,22,0,T,T,0
4/11/2012,47,33,40,-9.5,25,0,0.06,T,0
4/12/2012,56,30,43,-6.9,22,0,0,0,0
4/13/2012,63,35,49,-1.2,16,0,0,0,0
4/14/2012,63,38,50.5,-0.1,14,0,0.22,0,0
4/15/2012,79,54,66.5,15.6,0,2,T,0,0
4/16/2012,82,58,70,18.7,0,5,0,0,0
4/17/2012,64,46,55,3.4,10,0,0,0,0
4/18/2012,64,43,53.5,1.5,11,0,0,0,0
4/19/2012,73,45,59,6.7,6,0,0,0,0
4/20/2012,78,49,63.5,10.9,1,0,0,0,0
4/21/2012,66,40,53,0.1,12,0,0.3,0,0
4/22/2012,48,38,43,-10.2,22,0,0.06,0,0
4/23/2012,46,32,39,-14.6,26,0,0.25,T,0
4/24/2012,56,30,43,-10.9,22,0,0,0,0
4/25/2012,64,36,50,-4.2,15,0,T,0,0
4/26/2012,66,43,54.5,0,10,0,0.04,0,0
4/27/2012,52,38,45,-9.8,20,0,0,0,0
4/28/2012,45,32,38.5,-16.5,26,0,0.02,0,0
4/29/2012,65,32,48.5,-6.8,16,0,0,0,0
4/30/2012,83,46,64.5,8.9,0,0,0.01,0,0
5/1/2012,76,61,68.5,12.6,0,4,0.25,0,0
5/2/2012,83,60,71.5,15.3,0,7,0.09,0,0
5/3/2012,87,64,75.5,19,0,11,0.83,0,0
5/4/2012,80,64,72,15.3,0,7,0,0,0
5/5/2012,80,61,70.5,13.5,0,6,0,0,0
5/6/2012,81,54,67.5,10.2,0,3,0,0,0
5/7/2012,82,57,69.5,12,0,5,0.36,0,0
5/8/2012,74,58,66,8.2,0,1,1.47,0,0
5/9/2012,67,49,58,-0.1,7,0,0.04,0,0
5/10/2012,62,44,53,-5.3,12,0,T,0,0
5/11/2012,70,40,55,-3.6,10,0,0,0,0
5/12/2012,72,44,58,-0.9,7,0,0,0,0
5/13/2012,62,55,58.5,-0.7,6,0,0.31,0,0
5/14/2012,66,56,61,1.6,4,0,0.05,0,0
5/15/2012,76,55,65.5,5.8,0,1,0,0,0
5/16/2012,77,47,62,2,3,0,T,0,0
5/17/2012,69,39,54,-6.3,11,0,0,0,0
5/18/2012,79,42,60.5,0,4,0,0,0,0
5/19/2012,82,49,65.5,4.7,0,1,0,0,0
5/20/2012,86,54,70,8.9,0,5,0,0,0
5/21/2012,80,58,69,7.6,0,4,0,0,0
5/22/2012,76,59,67.5,5.8,0,3,0,0,0
5/23/2012,79,56,67.5,5.5,0,3,0,0,0
5/24/2012,82,62,72,9.7,0,7,0,0,0
5/25/2012,87,63,75,12.4,0,10,0,0,0
5/26/2012,88,67,77.5,14.6,0,13,0,0,0
5/27/2012,91,63,77,13.8,0,12,T,0,0
5/28/2012,90,69,79.5,16,0,15,0,0,0
5/29/2012,83,64,73.5,9.7,0,9,1.29,0,0
5/30/2012,81,60,70.5,6.4,0,6,0,0,0
5/31/2012,77,52,64.5,0.1,0,0,0,0,0
6/1/2012,70,55,62.5,-2.2,2,0,0.41,0,0
6/2/2012,68,50,59,-6,6,0,T,0,0
6/3/2012,75,53,64,-1.3,1,0,0.21,0,0
6/4/2012,68,52,60,-5.6,5,0,0,0,0
6/5/2012,63,52,57.5,-8.4,7,0,0.02,0,0
6/6/2012,74,47,60.5,-5.7,4,0,0,0,0
6/7/2012,77,50,63.5,-3.1,1,0,T,0,0
6/8/2012,82,53,67.5,0.6,0,3,0,0,0
6/9/2012,85,59,72,4.8,0,7,0,0,0
6/10/2012,87,60,73.5,6,0,9,0,0,0
6/11/2012,79,66,72.5,4.8,0,8,0.17,0,0
6/12/2012,83,67,75,7,0,10,0.24,0,0
6/13/2012,74,57,65.5,-2.8,0,1,0,0,0
6/14/2012,80,56,68,-0.6,0,3,0,0,0
6/15/2012,82,58,70,1.1,0,5,0,0,0
6/16/2012,82,60,71,1.9,0,6,0,0,0
6/17/2012,81,62,71.5,2.1,0,7,T,0,0
6/18/2012,86,68,77,7.4,0,12,T,0,0
6/19/2012,90,67,78.5,8.6,0,14,0,0,0
6/20/2012,92,67,79.5,9.4,0,15,0,0,0
6/21/2012,92,71,81.5,11.2,0,17,0,0,0
6/22/2012,84,66,75,4.4,0,10,0.08,0,0
6/23/2012,84,56,70,-0.8,0,5,0,0,0
6/24/2012,85,57,71,0,0,6,0,0,0
6/25/2012,75,58,66.5,-4.6,0,2,0.04,0,0
6/26/2012,78,53,65.5,-5.8,0,1,0,0,0
6/27/2012,86,53,69.5,-2,0,5,0,0,0
6/28/2012,95,61,78,6.4,0,13,0,0,0
6/29/2012,97,66,81.5,9.7,0,17,0.06,0,0
6/30/2012,89,62,75.5,3.6,0,11,0.01,0,0
7/1/2012,94,68,81,8.9,0,16,T,0,0
7/2/2012,92,63,77.5,5.3,0,13,0,0,0
7/3/2012,90,65,77.5,5.2,0,13,T,0,0
7/4/2012,96,68,82,9.6,0,17,1.36,T,0
7/5/2012,91,68,79.5,7,0,15,T,0,0
7/6/2012,97,73,85,12.5,0,20,0,0,0
7/7/2012,98,68,83,10.4,0,18,T,0,0
7/8/2012,88,73,80.5,7.8,0,16,0,0,0
7/9/2012,87,66,76.5,3.8,0,12,0,0,0
7/10/2012,87,61,74,1.3,0,9,0,0,0
7/11/2012,88,61,74.5,1.7,0,10,0.01,0,0
7/12/2012,89,65,77,4.2,0,12,0,0,0
7/13/2012,81,67,74,1.2,0,9,0,0,0
7/14/2012,81,65,73,0.2,0,8,0.23,0,0
7/15/2012,85,71,78,5.2,0,13,T,0,0
7/16/2012,93,71,82,9.2,0,17,0,0,0
7/17/2012,97,67,82,9.2,0,17,0,0,0
7/18/2012,91,69,80,7.2,0,15,0.35,0,0
7/19/2012,84,69,76.5,3.7,0,12,1.13,0,0
7/20/2012,73,66,69.5,-3.3,0,5,0.51,0,0
7/21/2012,74,63,68.5,-4.3,0,4,0.01,0,0
7/22/2012,85,62,73.5,0.7,0,9,0,0,0
7/23/2012,85,70,77.5,4.7,0,13,T,0,0
7/24/2012,86,65,75.5,2.8,0,11,0.78,0,0
7/25/2012,84,57,70.5,-2.2,0,6,0,0,0
7/26/2012,92,69,80.5,7.8,0,16,0.77,0,0
7/27/2012,85,67,76,3.4,0,11,0.92,0,0
7/28/2012,77,64,70.5,-2.1,0,6,0.75,0,0
7/29/2012,84,61,72.5,-0.1,0,8,0,0,0
7/30/2012,86,62,74,1.4,0,9,0,0,0
7/31/2012,87,67,77,4.5,0,12,0.5,0,0
8/1/2012,85,66,75.5,3,0,11,0,0,0
8/2/2012,86,61,73.5,1,0,9,0,0,0
8/3/2012,90,64,77,4.6,0,12,0,0,0
